 Q (1/Ang),Yb-Yb,Yb-Ti,Yb-Sn,Yb-O ,Ti-Ti,Ti-Sn,Ti-O ,Sn-Sn,Sn-O ,O-O  
   1.05000 ,     0.365462827204341E+02 ,    -0.433640386697804E+02 ,    -0.438449936389157E+02 ,    -0.436662621014305E+01 ,     0.366057162896894E+02 ,     0.370414061461958E+02 ,     0.361302725522282E+01 ,     0.377073034432682E+02 ,     0.317208394831528E+01 ,    -0.615060730963411E+00 , 
   1.06000 ,     0.377121918682997E+02 ,    -0.433717679247683E+02 ,    -0.436495472156964E+02 ,    -0.441655581653446E+01 ,     0.379147107003806E+02 ,     0.382058723498557E+02 ,     0.335934987221017E+01 ,     0.388933147509326E+02 ,     0.284405306194162E+01 ,    -0.354658700278603E+00 , 
   1.07000 ,     0.354592065514102E+02 ,    -0.398263248254425E+02 ,    -0.399680038828832E+02 ,    -0.409083294705395E+01 ,     0.357615918188119E+02 ,     0.358613750297253E+02 ,     0.307294090430683E+01 ,     0.365487233042768E+02 ,     0.254191303536355E+01 ,    -0.319452023765372E+00 , 
   1.08000 ,     0.301738610513330E+02 ,    -0.334297558851162E+02 ,    -0.335386283339554E+02 ,    -0.345019555199202E+01 ,     0.305160573524777E+02 ,     0.304017969807461E+02 ,     0.280545631635831E+01 ,     0.310749714296341E+02 ,     0.231792862966118E+01 ,    -0.518616157386561E+00 , 
   1.09000 ,     0.226489624058613E+02 ,    -0.252474051657363E+02 ,    -0.254307839355712E+02 ,    -0.259966706686936E+01 ,     0.229707346900918E+02 ,     0.226460091480052E+02 ,     0.256691217635208E+01 ,     0.232930573904630E+02 ,     0.216645126402160E+01 ,    -0.904681356807597E+00 , 
   1.10000 ,     0.139424315709851E+02 ,    -0.164985367552815E+02 ,    -0.168354822284134E+02 ,    -0.166813667056348E+01 ,     0.142002756382802E+02 ,     0.136914952416517E+02 ,     0.233006151672070E+01 ,     0.142974636321205E+02 ,     0.203281182022436E+01 ,    -0.138562771093641E+01 , 
   1.11000 ,     0.519946065663922E+01 ,    -0.833773613267631E+01 ,    -0.885530156662681E+01 ,    -0.784813758002679E+00 ,     0.537908905102518E+01 ,     0.472813452874320E+01 ,     0.204724669141349E+01 ,     0.527220604978540E+01 ,     0.183770506874342E+01 ,    -0.184799425316343E+01 , 
   1.12000 ,    -0.252953753372486E+01 ,    -0.166995352804921E+01 ,    -0.233410784479072E+01 ,    -0.572608164811307E-01 ,    -0.240867960341539E+01 ,    -0.315346609410602E+01 ,     0.167395755466410E+01 ,    -0.269741423444991E+01 ,     0.150929608153318E+01 ,    -0.218510127339905E+01 , 
   1.13000 ,    -0.844369841029724E+01 ,     0.296836841757601E+01 ,     0.224494832401995E+01 ,     0.444872438501248E+00 ,    -0.833333888945776E+01 ,    -0.912539554421610E+01 ,     0.119149000593620E+01 ,    -0.878479223220435E+01 ,     0.101320432165123E+01 ,    -0.232325065374352E+01 , 
   1.14000 ,    -0.120943694379262E+02 ,     0.544604586616868E+01 ,     0.478157457175143E+01 ,     0.697692622657062E+00 ,    -0.119306793354500E+02 ,    -0.127308184129159E+02 ,     0.621460809791008E+00 ,    -0.125280602836515E+02 ,     0.371223002274237E+00 ,    -0.223934939432828E+01 , 
   1.15000 ,    -0.134216215447609E+02 ,     0.599412494547683E+01 ,     0.550674595931693E+01 ,     0.721645819118813E+00 ,    -0.131435200105847E+02 ,    -0.139219827738968E+02 ,     0.273615929780439E-01 ,    -0.138676615048872E+02 ,    -0.337115502190543E+00 ,    -0.196563255706346E+01 , 
   1.16000 ,    -0.127232008228629E+02 ,     0.510159155009733E+01 ,     0.487805606275183E+01 ,     0.571938922798889E+00 ,    -0.122909282577362E+02 ,    -0.130261579378437E+02 ,    -0.497865455829417E+00 ,    -0.131140061987182E+02 ,    -0.991123146245884E+00 ,    -0.158046305688651E+01 , 
   1.17000 ,    -0.105665651822443E+02 ,     0.337894296225104E+01 ,     0.345113730620839E+01 ,     0.323471449170285E+00 ,    -0.997553574730773E+01 ,    -0.106509045117247E+02 ,    -0.855137413571891E+00 ,    -0.108562360688328E+02 ,    -0.145949401094293E+01 ,    -0.118771085923480E+01 , 
   1.18000 ,    -0.766393641960545E+01 ,     0.142192225802459E+01 ,     0.175733805383463E+01 ,     0.538457991253118E-01 ,    -0.694995091860286E+01 ,    -0.755022178229275E+01 ,    -0.967054551911905E+00 ,    -0.783273600276372E+01 ,    -0.163653627687771E+01 ,    -0.890068332860075E+00 , 
   1.19000 ,    -0.473530692619359E+01 ,    -0.296544721443759E+00 ,     0.212040974286497E+00 ,    -0.171905959840308E+00 ,    -0.396931337873665E+01 ,    -0.447859036683315E+01 ,    -0.802334337929794E+00 ,    -0.478922268835595E+01 ,    -0.147401075156961E+01 ,    -0.763125583483734E+00 , 
   1.20000 ,    -0.238446471724179E+01 ,    -0.148817098248804E+01 ,    -0.932575564121697E+00 ,    -0.311953013498489E+00 ,    -0.165767743189463E+01 ,    -0.206001928464514E+01 ,    -0.389606053616829E+00 ,    -0.235037168211554E+01 ,    -0.999411798760862E+00 ,    -0.836752029116920E+00 , 
   1.21000 ,    -0.100868368505563E+01 ,    -0.205970552808951E+01 ,    -0.158887593842654E+01 ,    -0.352009211840473E+00 ,    -0.411357535718046E+00 ,    -0.694275034372930E+00 ,     0.183992552764868E+00 ,    -0.926371942323413E+00 ,    -0.314976853721693E+00 ,    -0.108839674142184E+01 , 
   1.22000 ,    -0.754924552982725E+00 ,    -0.207913687133855E+01 ,    -0.179870560000300E+01 ,    -0.303266057173906E+00 ,    -0.353803324213376E+00 ,    -0.513803637283821E+00 ,     0.789951905447775E+00 ,    -0.667714740973971E+00 ,     0.423214144439413E+00 ,    -0.144983802971856E+01 , 
   1.23000 ,    -0.152589704021141E+01 ,    -0.171401785855949E+01 ,    -0.167849689506433E+01 ,    -0.195198192487972E+00 ,    -0.134587195191598E+01 ,    -0.139435924454920E+01 ,     0.128751104222439E+01 ,    -0.147168284910759E+01 ,     0.104133039240229E+01 ,    -0.182547682418755E+01 , 
   1.24000 ,    -0.303001459674859E+01 ,    -0.116216842823374E+01 ,    -0.136299719390383E+01 ,    -0.655077030591330E-01 ,    -0.304469527450448E+01 ,    -0.301213681735647E+01 ,     0.155762002970039E+01 ,    -0.303434300209600E+01 ,     0.139014245937147E+01 ,    -0.211735524805306E+01 , 
   1.25000 ,    -0.486181766160543E+01 ,    -0.593432185196798E+00 ,    -0.962924487274828E+00 ,     0.501522508370985E-01 ,    -0.499571843270661E+01 ,    -0.493217247625165E+01 ,     0.153303300400427E+01 ,    -0.493411069359209E+01 ,     0.138277762591796E+01 ,    -0.225042669985710E+01 , 
   1.26000 ,    -0.659506063993284E+01 ,    -0.115091046262090E+00 ,    -0.545092800842166E+00 ,     0.126300971354741E+00 ,    -0.673741207169714E+01 ,    -0.670826649015720E+01 ,     0.121653132675142E+01 ,    -0.672840903586853E+01 ,     0.101792430027994E+01 ,    -0.219161523125629E+01 , 
   1.27000 ,    -0.786990310313750E+01 ,     0.234949634413178E+00 ,    -0.135407941742451E+00 ,     0.152015917648521E+00 ,    -0.789735495435080E+01 ,    -0.797427263746443E+01 ,     0.682126405917372E+00 ,    -0.804415743342332E+01 ,     0.382071814264904E+00 ,    -0.195786058030078E+01 , 
   1.28000 ,    -0.845836287568925E+01 ,     0.471505298949393E+00 ,     0.261990086391130E+00 ,     0.131072535658731E+00 ,    -0.826170682318746E+01 ,    -0.851003559633877E+01 ,     0.583720525744913E-01 ,    -0.864564396220973E+01 ,    -0.370338896733504E+00 ,    -0.161121231828595E+01 , 
   1.29000 ,    -0.829760382816074E+01 ,     0.632368678817517E+00 ,     0.640358143285945E+00 ,     0.784127593148240E-01 ,    -0.780662373571931E+01 ,    -0.827158734581550E+01 ,    -0.502469781020259E+00 ,    -0.846895684448005E+01 ,    -0.105429571376498E+01 ,    -0.124236968342398E+01 , 
   1.30000 ,    -0.748754118193655E+01 ,     0.748187294779068E+00 ,     0.972001788774585E+00 ,     0.143433290786487E-01 ,    -0.668843835861374E+01 ,    -0.738300365027548E+01 ,    -0.861919510300033E+00 ,    -0.761932762604032E+01 ,    -0.149996645969831E+01 ,    -0.947008027037695E+00 , 
   1.31000 ,    -0.625627045030229E+01 ,     0.822954354476246E+00 ,     0.120387599965586E+01 ,    -0.417424651617632E-01 ,    -0.519772957265412E+01 ,    -0.609497629454869E+01 ,    -0.930049963623322E+00 ,    -0.633503721863643E+01 ,    -0.159534713416100E+01 ,    -0.801040041739181E+00 , 
   1.32000 ,    -0.490266463263146E+01 ,     0.831205494661996E+00 ,     0.126935657988202E+01 ,    -0.764247573333519E-01 ,    -0.368913890811364E+01 ,    -0.472122790206475E+01 ,    -0.688656185439185E+00 ,    -0.492760642228268E+01 ,    -0.131493840506618E+01 ,    -0.841178069754126E+00 , 
   1.33000 ,    -0.372914872618014E+01 ,     0.731627318242670E+00 ,     0.111220129827749E+01 ,    -0.849240671636756E-01 ,    -0.250275974488569E+01 ,    -0.356734550095106E+01 ,    -0.196737341984909E+00 ,    -0.371180509678475E+01 ,    -0.726985157474054E+00 ,    -0.105575010815293E+01 , 
   1.34000 ,    -0.297862443232070E+01 ,     0.490929604553562E+00 ,     0.713980020611203E+00 ,    -0.709714298306843E-01 ,    -0.189353919714871E+01 ,    -0.286697172923894E+01 ,     0.423393083465911E+00 ,    -0.294001902729761E+01 ,     0.228256588482490E-01 ,    -0.138805107023237E+01 , 
   1.35000 ,    -0.278777868295978E+01 ,     0.108271176291096E+00 ,     0.114442203394844E+00 ,    -0.442779798344369E-01 ,    -0.198248318083914E+01 ,    -0.273772213264821E+01 ,     0.101614586569401E+01 ,    -0.275370576386267E+01 ,     0.747350266089599E+00 ,    -0.175127539334506E+01 , 
   1.36000 ,    -0.316505539516624E+01 ,    -0.369726842622282E+00 ,    -0.584029223691380E+00 ,    -0.166169237186023E-01 ,    -0.273825503419382E+01 ,    -0.316439164622929E+01 ,     0.143146344646099E+01 ,    -0.316055602976927E+01 ,     0.126475264482836E+01 ,    -0.205110952597663E+01 , 
   1.37000 ,    -0.399626324111004E+01 ,    -0.850294031031088E+00 ,    -0.123204479106576E+01 ,     0.218541934493483E-02 ,    -0.399116889806200E+01 ,    -0.401104750939163E+01 ,     0.156268443621685E+01 ,    -0.404045204605469E+01 ,     0.144431698137915E+01 ,    -0.221012131395709E+01 , 
   1.38000 ,    -0.507519668287381E+01 ,    -0.121368419944327E+01 ,    -0.166678657487392E+01 ,     0.715305578802618E-02 ,    -0.547496447975877E+01 ,    -0.505770442800515E+01 ,     0.137386675247925E+01 ,    -0.517748511500655E+01 ,     0.123970843594291E+01 ,    -0.218765852897162E+01 , 
   1.39000 ,    -0.615182863956206E+01 ,    -0.134570442320089E+01 ,    -0.175538715143017E+01 ,    -0.809177591603039E-03 ,    -0.688640450929652E+01 ,    -0.605257816071664E+01 ,     0.909530004206296E+00 ,    -0.631027236869446E+01 ,     0.701166053758113E+00 ,    -0.199016021034088E+01 , 
   1.40000 ,    -0.698746855437536E+01 ,    -0.117425853624010E+01 ,    -0.143606139675052E+01 ,    -0.159086235373265E-01 ,    -0.794964283174948E+01 ,    -0.676825919521637E+01 ,     0.284157846054183E+00 ,    -0.718951239822118E+01 ,    -0.366153082614634E-01 ,    -0.166927723950623E+01 , 
   1.41000 ,    -0.740530872351674E+01 ,    -0.698451332047807E+00 ,    -0.744440234516986E+00 ,    -0.300120573201573E-01 ,    -0.847196851642127E+01 ,    -0.704994755366265E+01 ,    -0.346094039261445E+00 ,    -0.763070549522277E+01 ,    -0.788019817557021E+00 ,    -0.130834626902505E+01 , 
   1.42000 ,    -0.732611877277826E+01 ,    -0.146545663102730E-03 ,     0.184230318565710E+00 ,    -0.358314949789380E-01 ,    -0.837988208451148E+01 ,    -0.684606360751135E+01 ,    -0.822500885515165E+00 ,    -0.755135740956403E+01 ,    -0.136312078817173E+01 ,    -0.100075308240593E+01 , 
   1.43000 ,    -0.678217157047843E+01 ,     0.767590025812917E+00 ,     0.114017159478044E+01 ,    -0.296801401660760E-01 ,    -0.772892538390755E+01 ,    -0.621556832478823E+01 ,    -0.102388841468419E+01 ,    -0.698545206951904E+01 ,    -0.161565613393315E+01 ,    -0.825790944250777E+00 , 
   1.44000 ,    -0.590710284809496E+01 ,     0.141421255769424E+01 ,     0.188704184514722E+01 ,    -0.129039197853543E-01 ,    -0.668629896964233E+01 ,    -0.531132749189567E+01 ,    -0.897621715558153E+00 ,    -0.607279895058267E+01 ,    -0.148023808234745E+01 ,    -0.828239831910192E+00 , 
   1.45000 ,    -0.490439338707504E+01 ,     0.175996197035079E+01 ,     0.222158332900186E+01 ,     0.846640677319160E-02 ,    -0.549090319781057E+01 ,    -0.434381753134273E+01 ,    -0.473533335055823E+00 ,    -0.502606661484466E+01 ,    -0.989317193234138E+00 ,    -0.100691075678470E+01 , 
   1.46000 ,    -0.400152671917889E+01 ,     0.168617297054911E+01 ,     0.202961249150617E+01 ,     0.257278098324248E-01 ,    -0.439991468370919E+01 ,    -0.353341352706852E+01 ,     0.142891649541621E+00 ,    -0.408287145217984E+01 ,    -0.265489719511181E+00 ,    -0.131507419536197E+01 , 
   1.47000 ,    -0.339975231024436E+01 ,     0.117352391558170E+01 ,     0.132288699210649E+01 ,     0.305379535750409E-01 ,    -0.363349599137847E+01 ,    -0.306166420925424E+01 ,     0.796536895481177E+00 ,    -0.345329617119187E+01 ,     0.509047003805328E+00 ,    -0.167262496768160E+01 , 
   1.48000 ,    -0.323020179457719E+01 ,     0.316462721324195E+00 ,     0.245501718139898E+00 ,     0.179920293443394E-01 ,    -0.332928648719752E+01 ,    -0.303194826779472E+01 ,     0.132147024129140E+01 ,    -0.327406711024378E+01 ,     0.113829262599292E+01 ,    -0.198681769027140E+01 , 
   1.49000 ,    -0.352569823457116E+01 ,    -0.692149540872823E+00 ,    -0.954063874052636E+00 ,    -0.112689239114085E-01 ,    -0.351598279221220E+01 ,    -0.344775930906496E+01 ,     0.158284698745747E+01 ,    -0.357914857225944E+01 ,     0.146199418716338E+01 ,    -0.217621199250631E+01 , 
   1.50000 ,    -0.421424523258251E+01 ,    -0.160428848592998E+01 ,    -0.198015665328263E+01 ,    -0.506567268441572E-01 ,    -0.411111046512879E+01 ,    -0.421304315032365E+01 ,     0.151132863695145E+01 ,    -0.429300735822728E+01 ,     0.139643400035038E+01 ,    -0.219165608503079E+01 , 
   1.51000 ,    -0.513556188993322E+01 ,    -0.217820595859608E+01 ,    -0.256320774895821E+01 ,    -0.891733602154496E-01 ,    -0.494290302308151E+01 ,    -0.515430226439520E+01 ,     0.112124553340215E+01 ,    -0.524796943071506E+01 ,     0.956086444833037E+00 ,    -0.202891512128070E+01 , 
   1.52000 ,    -0.607708956842058E+01 ,    -0.224273125016679E+01 ,    -0.253077753657033E+01 ,    -0.114523929557594E+00 ,    -0.579111554378824E+01 ,    -0.605955584957759E+01 ,     0.507765307986607E+00 ,    -0.622192467604502E+01 ,     0.250554573113092E+00 ,    -0.172971291171311E+01 , 
   1.53000 ,    -0.682166977697706E+01 ,    -0.174733067346256E+01 ,    -0.185765427687014E+01 ,    -0.116934258917714E+00 ,    -0.643765479801592E+01 ,    -0.672565419913276E+01 ,    -0.176406644368524E+00 ,    -0.698821519237696E+01 ,    -0.542584925084573E+00 ,    -0.137094287739205E+01 , 
   1.54000 ,    -0.719648547064860E+01 ,    -0.783583231348038E+00 ,    -0.680727745005608E+00 ,    -0.925336891551103E-01 ,    -0.671591489887755E+01 ,    -0.700364244127946E+01 ,    -0.759093414924332E+00 ,    -0.736681587828333E+01 ,    -0.122230781363696E+01 ,    -0.104484702596890E+01 , 
   1.55000 ,    -0.711245760058557E+01 ,     0.429481999916971E+00 ,     0.727195487758290E+00 ,    -0.452235865819462E-01 ,    -0.654807415053250E+01 ,    -0.683224262212921E+01 ,    -0.109199972693581E+01 ,    -0.726549822274783E+01 ,    -0.161489144736969E+01 ,    -0.835277978094209E+00 , 
   1.56000 ,    -0.658522857766381E+01 ,     0.159454491654718E+01 ,     0.202006429949352E+01 ,     0.136627871865474E-01 ,    -0.596225662321402E+01 ,    -0.625202119039123E+01 ,    -0.108845421851964E+01 ,    -0.670169977162678E+01 ,    -0.161810185156377E+01 ,    -0.796154735541283E+00 , 
   1.57000 ,    -0.573278057710605E+01 ,     0.240874302801310E+01 ,     0.286344414296793E+01 ,     0.679899024860143E-01 ,    -0.508583900056864E+01 ,    -0.539693423172255E+01 ,    -0.745961713474018E+00 ,    -0.579992259208337E+01 ,    -0.122761366626196E+01 ,    -0.937644565879401E+00 , 
   1.58000 ,    -0.474982777921712E+01 ,     0.264223540861827E+01 ,     0.302078896754045E+01 ,     0.101144691337264E+00 ,    -0.411637248377418E+01 ,    -0.446484607397353E+01 ,    -0.147730480768001E+00 ,    -0.476481545156845E+01 ,    -0.538872661506512E+00 ,    -0.122360284168342E+01 , 
   1.59000 ,    -0.386430500477811E+01 ,     0.220228037494405E+01 ,     0.241894979781211E+01 ,     0.100917002457199E+00 ,    -0.327649392292638E+01 ,    -0.367326380639535E+01 ,     0.557414817292839E+00 ,    -0.383552277198022E+01 ,     0.276238185023454E+00 ,    -0.158089733580102E+01 , 
   1.60000 ,    -0.328541143482010E+01 ,     0.116522080962648E+01 ,     0.117502464714757E+01 ,     0.635462227768448E-01 ,    -0.276276831368943E+01 ,    -0.320991319958837E+01 ,     0.119188494926756E+01 ,    -0.323121529416085E+01 ,     0.101222058066030E+01 ,    -0.191818300035490E+01 , 
   1.61000 ,    -0.315480846603584E+01 ,    -0.233765192718602E+00 ,    -0.424245979808714E+00 ,    -0.432125780580110E-02 ,    -0.269985160451568E+01 ,    -0.318913414421950E+01 ,     0.159382749406399E+01 ,    -0.309995853896523E+01 ,     0.148161511257972E+01 ,    -0.214926648549388E+01 , 
   1.62000 ,    -0.351217387815610E+01 ,    -0.165278696948186E+01 ,    -0.198754871303338E+01 ,    -0.865144055129326E-01 ,    -0.311034170750371E+01 ,    -0.362404339843192E+01 ,     0.165815133663238E+01 ,    -0.348265777676103E+01 ,     0.156253658912298E+01 ,    -0.221503148063009E+01 , 
   1.63000 ,    -0.428338321314769E+01 ,    -0.272593475081807E+01 ,    -0.311398813692599E+01 ,    -0.161054334053664E+00 ,    -0.390737194798140E+01 ,    -0.442115173077887E+01 ,     0.136371412638572E+01 ,    -0.430074462712674E+01 ,     0.123008633474804E+01 ,    -0.209828635671973E+01 , 
   1.64000 ,    -0.529469290987293E+01 ,    -0.315669684708762E+01 ,    -0.349510758998551E+01 ,    -0.205889308112036E+00 ,    -0.491206820091742E+01 ,    -0.539927626937804E+01 ,     0.779686442242663E+00 ,    -0.537113671585358E+01 ,     0.563605989176695E+00 ,    -0.182774217927166E+01 , 
   1.65000 ,    -0.631047092850354E+01 ,    -0.279844238411563E+01 ,    -0.299818606457781E+01 ,    -0.205190330279123E+00 ,    -0.589247939155093E+01 ,    -0.632917384973279E+01 ,     0.492633069172739E-01 ,    -0.644589009373808E+01 ,    -0.272251769389027E+00 ,    -0.147015339052683E+01 , 
   1.66000 ,    -0.708654332303695E+01 ,    -0.170044678726949E+01 ,    -0.170864740619427E+01 ,    -0.154469243210867E+00 ,    -0.661569569214544E+01 ,    -0.698551935946052E+01 ,    -0.645443363715901E+00 ,    -0.726822045245995E+01 ,    -0.106810299015829E+01 ,    -0.111272376069917E+01 , 
   1.67000 ,    -0.742735632860979E+01 ,    -0.105746995282663E+00 ,     0.811775263468415E-01 ,    -0.629661444677032E-01 ,    -0.690168465500919E+01 ,    -0.719975863216323E+01 ,    -0.112874152102645E+01 ,    -0.763251172829427E+01 ,    -0.162206592538132E+01 ,    -0.840400685677678E+00 , 
   1.68000 ,    -0.723383730113142E+01 ,     0.160115138845768E+01 ,     0.193662047417717E+01 ,     0.476137538704307E-01 ,    -0.666665657867840E+01 ,    -0.690173871763585E+01 ,    -0.127568183689211E+01 ,    -0.743455031990855E+01 ,    -0.179065335439715E+01 ,    -0.713997063331917E+00 , 
   1.69000 ,    -0.653047799532073E+01 ,     0.298586964733626E+01 ,     0.338468090310076E+01 ,     0.147993038618644E+00 ,    -0.594575311949852E+01 ,    -0.614010184281743E+01 ,    -0.104425332016172E+01 ,    -0.669994404672314E+01 ,    -0.152555986537934E+01 ,    -0.754848509899750E+00 , 
   1.70000 ,    -0.546450749221052E+01 ,     0.367354117838303E+01 ,     0.403290430557136E+01 ,     0.208811316393854E+00 ,    -0.488918642339334E+01 ,    -0.507586951588596E+01 ,    -0.487242316499354E+00 ,    -0.558324278423110E+01 ,    -0.887000501725084E+00 ,    -0.939992412060671E+00 , 
   1.71000 ,    -0.427618866206050E+01 ,     0.344879731180924E+01 ,     0.367364466993849E+01 ,     0.208864632859653E+00 ,    -0.373175664814867E+01 ,    -0.394954128320001E+01 ,     0.259476040295744E+00 ,    -0.433674874227771E+01 ,    -0.300317683433377E-01 ,    -0.120908973636964E+01 , 
   1.72000 ,    -0.324592502746186E+01 ,     0.232016795547620E+01 ,     0.234652759511645E+01 ,     0.141874431958076E+00 ,    -0.274170283258915E+01 ,    -0.302812017784569E+01 ,     0.100961233721579E+01 ,    -0.325498658492715E+01 ,     0.833009900844629E+00 ,    -0.148121986833991E+01 , 
